0,1348387200,1348390800
1,1348387200,1348390800
2,1348992000,1348995600
3,1348387200,1348390800
4,1348992000,1348995600
5,1351674000,1351677600
6,1013775300,1013775300
7,1013936400,1013943600
8,1013944500,1013944500
9,1013950800,1013954400
10,1013961600,1013965200
11,1013968800,1013983200
12,1014104700,1014104700
13,1014112800,1014118200
14,1014118200,1014123600
15,1014130800,1014134400
16,1014287400,1014298200
17,1014318000,1014334200
18,1014386400,1014404400
19,1014404400,1014420600
20,1014573600,1014588000
21,1014645600,1014652800
22,1014732900,1014739200
23,1014822000,1014825600
24,1014922800,1014939000
25,1015009200,1015025400
26,1015146000,1015146000
27,1015160400,1015164000
28,1015171200,1015171200
29,1015178400,1015192800
30,1015196400,1015196400
31,1015196400,1015196400
32,1015250400,1015256700
33,1015282800,1015282800
34,1015314300,1015317000
35,1015369200,1015369200
36,1015455600,1015455600
37,1015507800,1015514100
38,1015527600,1015543800
39,1015542000,1015542000
40,1015571400,1015572600
41,1015581600,1015584300
42,1015584300,1015584300
43,1015592400,1015603200
44,1015614000,1015630200
45,1015657800,1015659000
46,1015657800,1015662600
47,1015657800,1015687800
48,1015671600,1015673400
49,1015750800,1015757100
50,1015757100,1015758900
51,1015757100,1015761600
52,1015765200,1015767900
53,1015776000,1015778700
54,1015783200,1015797600
55,1015830600,1015831800
56,1015844400,1015848000
57,1015855200,1015861500
58,1015855200,1015862400
59,1015927200,1015934400
60,1015934400,1015937100
61,1015936200,1015939800
62,1015938000,1015940700
63,1015941600,1015945200
64,1015945200,1015952400
65,1015956000,1015966800
66,1016010000,1016012700
67,1016014500,1016017200
68,1016028000,1016030700
69,1016031600,1016035200
70,1016035200,1016038800
71,1016089800,1016093700
72,1016103600,1016105400
73,1016107200,1016112600
74,1016112600,1016118900
75,1016118000,1016125200
76,1016130600,1016136000
77,1016132400,1016148600
78,1016186400,1016189100
79,1016197200,1016208000
80,1016200800,1016211600
81,1016218800,1016235000
82,1016262600,1016266500
83,1016264700,1016268300
84,1016276400,1016278200
85,1016283600,1016283600
86,1016319600,1016319600
87,1016355600,1016355600
88,1016355600,1016361900
89,1016361900,1016366400
90,1016366400,1016370000
91,1016370000,1016373600
92,1016380800,1016384400
93,1016388000,1016402400
94,1016435400,1016436600
95,1016442000,1016449200
96,1016449200,1016460000
97,1016460000,1016466300
98,1016523900,1016523900
99,1016536500,1016545500
100,1016544600,1016551800
101,1016553600,1016568000
102,1016608200,1016612100
103,1016619300,1016628300
104,1016622000,1016628300
105,1016640000,1016654400
106,1016649000,1016649000
107,1016703900,1016703900
108,1016706600,1016710200
109,1016712000,1016719200
110,1016717400,1016723700
111,1016719200,1016730000
112,1016722800,1016730000
113,1016737200,1016753400
114,1016791200,1016793900
115,1016793900,1016793900
116,1016794800,1016794800
117,1016795700,1016804700
118,1016802000,1016812800
119,1016823600,1016830800
120,1016823600,1016839800
121,1016868600,1016879400
122,1016875800,1016899200
123,1016881200,1016881200
124,1016956800,1016956800
125,1016963100,1016964900
126,1016971200,1016971200
127,1016982000,1016982000
128,1016989200,1017003600
129,1017007200,1017007200
130,1017007200,1017007200
131,1017036600,1017037800
132,1017050400,1017061200
133,1017054000,1017055800
134,1017061200,1017067500
135,1017061200,1017068400
136,1017093600,1017093600
137,1017093600,1017093600
138,1017125100,1017125100
139,1017136800,1017147600
140,1017147600,1017151200
141,1017154800,1017169200
142,1017180000,1017180000
143,1017180000,1017180000
144,1017237600,1017243000
145,1017266400,1017266400
146,1017302400,1017302400
147,1017302400,1017307800
148,1017307800,1017307800
149,1017327600,1017331200
150,1017338400,1017354600
151,1017345600,1017349200
152,1017352800,1017352800
153,1017388800,1017394200
154,1017394200,1017394200
155,1017396000,1017397800
156,1017403200,1017406800
157,1017414000,1017414000
158,1017414000,1017417600
